1561	2475	1
1561	3544	1
1561	3586	1
1561	4746	1
1561	7679	1
1561	8456	1
1561	12463	1
1561	19613	1
1561	21559	1
1561	21559	1
1561	23550	1
1561	28632	1
1561	29795	1
1561	29799	1
1561	31794	1
1561	37757	1
1561	47896	1
1561	54337	1
1561	66384	1
1561	85500	1
1561	86823	1
1561	88322	1
1561	95615	1
1561	102854	1
1561	106517	1
1561	129968	1
1561	130965	1
1561	140511	1
1561	140956	1
1561	143011	1
1561	146648	1
1561	149602	1
1561	150852	1
1561	151781	1
1561	163190	1
1561	178713	1
1561	183087	1
1561	183414	1
1561	186879	1
1561	189905	1
1561	201623	1
1561	210645	1
1561	217887	1
1561	219302	1
1561	221068	1
1561	221813	1
1561	222283	1
1561	233611	1
1561	234026	1
1561	244025	1
1561	251417	1
1561	252227	1
1561	252946	1
1561	259688	1
1561	265962	1
1561	273091	1
1561	273547	1
1561	278235	1
1561	281268	1
1561	288518	1
1561	291175	1
1561	293639	1
1561	299582	1
1561	300030	1
1561	327850	1
1561	334944	1
1561	337734	1
1561	340732	1
1561	342665	1
1561	342968	1
1561	355490	1
1561	358277	1
1561	386867	1
1561	388057	1
1561	388880	1
1561	391675	1
1561	406795	1
1561	409608	1
1561	412594	1
1561	417300	1
1561	428810	1
1561	439054	1
1561	454730	1
1561	463150	1
1561	467443	1
1561	482505	1
1561	488108	1
1561	496412	1
1561	499977	1
1561	500873	1
1561	505995	1
1561	508152	1
1561	515998	1
1561	517739	1
1561	522738	1
1561	524912	1
1561	531005	1
1561	543168	1
1561	547038	1
1561	555663	1
1561	556856	1
1561	568464	1
1561	576062	1
1561	576970	1
1561	582153	1
1561	585521	1
1561	594432	1
1561	596274	1
1561	603876	1
1561	607009	1
1561	607499	1
1561	610551	1
1561	615444	1
1561	633827	1
1561	638411	1
1561	647067	1
1561	655592	1
1561	657004	1
1561	662003	1
1561	664444	1
1561	672845	1
1561	676017	1
1561	680587	1
1561	697508	1
1561	703424	1
1561	707755	1
1561	715428	1
1561	722403	1
1561	728769	1
1561	740003	1
1561	740629	1
1561	743279	1
1561	754702	1
1561	756926	1
1561	775075	1
1561	775412	1
1561	803862	1
1561	814272	1
1561	821615	1
1561	836310	1
1561	840225	1
1561	849031	1
1561	852060	1
1561	855790	1
1561	859251	1
1561	869816	1
1561	871481	1
1561	889392	1
1561	896011	1
1561	901315	1
1561	902074	1
1561	903693	1
1561	905342	1
1561	905584	1
1561	907157	1
1561	909958	1
1561	921349	1
1561	934216	1
1561	934432	1
1561	939784	1
1561	940140	1
1561	950341	1
1561	952331	1
1561	964441	1
1561	965468	1
1561	966118	1
1561	966611	1
1561	968909	1
1561	971419	1
1561	972119	1
1561	984194	1
1561	984912	1
1561	988914	1
1561	1028845	1
1561	1100096	1
1561	1250939	1
1561	1270983	1
1561	1286423	1
1561	1292787	1
1561	1298767	1
1561	1318173	1
1561	1374006	1
1561	1401889	1
1561	1448976	1
1561	8501296	1
1562	669	1
1562	2372	1
1562	6922	1
1562	7635	1
1562	210648	1
1563	1291	1
1563	19504	1
1563	77820	1
1563	153443	1
1563	503931	1
1563	513449	1
1563	516264	1
1563	522518	1
1563	524153	1
1563	524721	1
1563	525465	1
1563	536709	1
1563	540821	1
1563	546428	1
1563	552972	1
1563	565877	1
1563	567164	1
1563	576991	1
1563	581702	1
1563	592160	1
1563	592685	1
1563	599307	1
1563	602012	1
1563	603449	1
1563	604537	1
1563	605268	1
1563	606457	1
1563	607702	1
1563	610987	1
1563	635720	1
1563	648135	1
1563	655363	1
1563	656504	1
1563	663455	1
1563	671088	1
1563	672911	1
1563	676504	1
1563	689310	1
1563	693410	1
1563	696372	1
1563	699035	1
1563	704399	1
1563	705873	1
1564	1164	1
1564	17972	1
1564	19628	1
1564	28483	1
1564	44350	1
